Study Number,Sample ID,Product Type,Base Ingredient,Process Type,Sample Age (Weeks),Difference From Fresh,Storage Conditions,Packaging Stabilizer Added,Transparent Window in Package,Processing Agent Stability Index,Preservative Added,Moisture (%),Residual Oxygen (%),Hexanal (ppm)
1614359,1614359-2-Southern,A,D,A,22,0.0,Warm Climate,,,16.00,,,,
1614359,1614359-2-Southern,A,D,A,25,0.0,Warm Climate,,,16.00,,,,
1614359,1614359-2-Southern,A,D,A,28,1.7,Warm Climate,,,16.00,,,,
1614359,1614359-2-Southern,A,D,A,31,12.9,Warm Climate,,,16.00,,,,
1614359,1614359-2-Southern,A,D,A,34,25.3,Warm Climate,,,16.00,,,,
1614359,1614359-2-Southern,A,D,A,37,26.5,Warm Climate,,,16.00,,,,
1614359,1614359-2-Northern,A,D,A,0,0.0,Cold Climate,,,16.00,,,,
1614359,1614359-2-Northern,A,D,A,40,19.7,Cold Climate,,,16.00,,,,
1614359,1614359-2-Northern,A,D,A,42,19.7,Cold Climate,,,16.00,,,,
1614359,1614359-2-Northern,A,D,A,46,19.8,Cold Climate,,,16.00,,,,
1614359,1614359-2-Northern,A,D,A,49,24.2,Cold Climate,,,16.00,,,,
1614359,1614359-2-Northern,A,D,A,52,16.7,Cold Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,0,0.0,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,6,0.0,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,9,7.6,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,13,11.8,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,16,10.9,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,19,0.0,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,22,5.1,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,25,0.0,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,28,0.0,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,31,34.8,Warm Climate,,,16.00,,,,
1614359,1614359-3-Southern,A,D,A,34,32.9,Warm Climate,,,16.00,,,,
1614359,1614359-3-Northern,A,D,A,0,0.0,Cold Climate,,,16.00,,,,
1614359,1614359-3-Northern,A,D,A,37,19.4,Cold Climate,,,16.00,,,,
1614359,1614359-3-Northern,A,D,A,40,17.9,Cold Climate,,,16.00,,,,
1614359,1614359-3-Northern,A,D,A,42,15.3,Cold Climate,,,16.00,,,,
1614359,1614359-3-Northern,A,D,A,46,20.7,Cold Climate,,,16.00,,,,
1614359,1614359-3-Northern,A,D,A,49,6.6,Cold Climate,,,16.00,,,,
1614359,1614359-3-Northern,A,D,A,52,16.7,Cold Climate,,,16.00,,,,
1614373,1614373-1,F,F,C,0,0.0,Warm Climate,N,N,9.00,Y,1.44,,
1614373,1614373-1,F,F,C,2,4.0,Warm Climate,N,N,9.00,Y,1.40,,
1614373,1614373-1,F,F,C,4,0.8,Warm Climate,N,N,9.00,Y,1.36,,0.10
1614373,1614373-1,F,F,C,8,1.0,Warm Climate,N,N,9.00,Y,1.63,,0.10
1614373,1614373-1,F,F,C,12,18.0,Warm Climate,N,N,9.00,Y,1.96,,0.10
1614373,1614373-1,F,F,C,16,23.0,Warm Climate,N,N,9.00,Y,2.35,,0.13
1614373,1614373-1,F,F,C,20,21.5,Warm Climate,N,N,9.00,Y,2.40,,0.18
1614373,1614373-1,F,F,C,26,18.8,Warm Climate,N,N,9.00,Y,,,
1614480,1614480-1,E,C,C,0,0.0,Warm Climate,,,16.00,Y,,,
1614480,1614480-1,E,C,C,4,8.1,Warm Climate,,,16.00,Y,,,
1614480,1614480-1,E,C,C,8,7.1,Warm Climate,,,16.00,Y,,,
1614480,1614480-1,E,C,C,12,11.0,Warm Climate,,,16.00,Y,,,
1614480,1614480-1,E,C,C,16,21.7,Warm Climate,,,16.00,Y,,,
1614480,1614480-1,E,C,C,20,11.2,Warm Climate,,,16.00,Y,,,
1614480,1614480-1,E,C,C,24,13.3,Warm Climate,,,16.00,Y,,,
1614480,1614480-2,E,C,C,0,0.0,Warm Climate,,,16.00,Y,,,
1614480,1614480-2,E,C,C,4,15.6,Warm Climate,,,16.00,Y,,,
1614480,1614480-2,E,C,C,8,9.4,Warm Climate,,,16.00,Y,,,
1614480,1614480-2,E,C,C,12,25.6,Warm Climate,,,16.00,Y,,,
1614480,1614480-2,E,C,C,16,22.1,Warm Climate,,,16.00,Y,,,
1614480,1614480-2,E,C,C,20,1.7,Warm Climate,,,16.00,Y,,,
1614480,1614480-2,E,C,C,24,25.9,Warm Climate,,,16.00,Y,,,
1714526,1714526-1,F,A,C,0,0.0,Warm Climate,N,N,9.00,Y,,,
1714526,1714526-1,F,A,C,4,19.4,Warm Climate,N,N,9.00,Y,1.43,,0.21
1714526,1714526-1,F,A,C,8,8.8,Warm Climate,N,N,9.00,Y,1.52,,0.27
1714526,1714526-1,F,A,C,12,0.0,Warm Climate,N,N,9.00,Y,1.47,,0.34
1714648,1714648-1,H,A,C,0,0.0,Warm Climate,Y,N,9.00,Y,1.19,4.94,0.24
1714648,1714648-1,H,A,C,4,5.8,Warm Climate,Y,N,9.00,Y,1.18,4.28,0.25
1714648,1714648-1,H,A,C,8,6.3,Warm Climate,Y,N,9.00,Y,1.33,8.85,0.47
1714648,1714648-1,H,A,C,12,12.6,Warm Climate,Y,N,9.00,Y,1.29,7.69,0.41
1714648,1714648-1,H,A,C,16,15.1,Warm Climate,Y,N,9.00,Y,1.49,11.72,0.84
1714648,1714648-1,H,A,C,20,8.0,Warm Climate,Y,N,9.00,Y,1.45,10.81,0.62
1714648,1714648-1,H,A,C,26,3.4,Warm Climate,Y,N,9.00,Y,1.66,11.92,0.99
1714706,1714706-1,A,D,A,0,0.0,Warm Climate,N,,16.00,,1.65,,
1714706,1714706-1,A,D,A,2,0.0,Warm Climate,N,,16.00,,1.65,,
1714706,1714706-1,A,D,A,10,0.0,Warm Climate,N,,16.00,,1.62,,
1714706,1714706-1,A,D,A,12,0.0,Warm Climate,N,,16.00,,1.74,,
1714706,1714706-1,A,D,A,14,1.6,Warm Climate,N,,16.00,,1.75,,
1714706,1714706-1,A,D,A,18,0.0,Warm Climate,N,,16.00,,1.71,,
1714706,1714706-1,A,D,A,22,2.7,Warm Climate,N,,16.00,,1.78,,
1714706,1714706-1,A,D,A,26,0.0,Warm Climate,N,,16.00,,1.76,,
1714863,1714863-1,E,C,C,0,0.0,,,,16.00,,,,
1714863,1714863-1,E,C,C,14,15.9,,,,16.00,,,,
1714863,1714863-1,E,C,C,20,12.4,,,,16.00,,,,
1714863,1714863-1,E,C,C,26,14.9,,,,16.00,,,,
1715394,1715394-1,F,,C,0,0.0,,,,16.00,,,,
1715394,1715394-1,F,,C,4,6.7,,,,16.00,,,,
1715394,1715394-1,F,,C,12,0.0,,,,16.00,,,,
1715394,1715394-1,F,,C,16,1.3,,,,16.00,,,,
1715394,1715394-1,F,,C,20,0.0,,,,16.00,,,,
1715434,1715434-1,D,,C,0,0.0,Warm Climate,Y,,16.00,,1.93,16.06,
1715434,1715434-1,D,,C,18,11.0,Warm Climate,Y,,16.00,,,,
1715434,1715434-1,D,,C,22,4.0,Warm Climate,Y,,16.00,,,,
1715434,1715434-1,D,,C,24,9.0,Warm Climate,Y,,16.00,,,,
1715434,1715434-1,D,,C,26,5.0,Warm Climate,Y,,16.00,,,,
1815739,1815739-1,E,C,C,0,0.0,Warm Climate,Y,,20.00,N,2.19,6.37,0.25
1815739,1815739-1,E,C,C,8,11.6,Warm Climate,Y,,20.00,N,2.33,2.56,0.32
1815739,1815739-1,E,C,C,10,9.7,Warm Climate,Y,,20.00,N,2.46,14.82,0.56
1815739,1815739-1,E,C,C,12,19.6,Warm Climate,Y,,20.00,N,2.38,9.02,0.36
1815739,1815739-1,E,C,C,14,0.0,Warm Climate,Y,,20.00,N,2.28,13.18,0.39
1815739,1815739-1,E,C,C,16,6.9,Warm Climate,Y,,20.00,N,2.34,4.04,0.38
1815739,1815739-1,E,C,C,18,16.7,Warm Climate,Y,,20.00,N,2.30,4.99,0.41
1815739,1815739-1,E,C,C,22,19.0,Warm Climate,Y,,20.00,N,2.47,5.55,0.44
1815739,1815739-1,E,C,C,24,27.0,Warm Climate,Y,,20.00,N,2.37,4.86,0.46
1815739,1815739-1,E,C,C,26,29.0,Warm Climate,Y,,20.00,N,2.47,4.83,0.47
1815741,1815741-1,E,C,C,0,0.0,Warm Climate,Y,,20.00,N,2.24,3.23,0.17
1815741,1815741-1,E,C,C,8,8.5,Warm Climate,Y,,20.00,N,2.34,2.59,0.17
1815741,1815741-1,E,C,C,10,2.5,Warm Climate,Y,,20.00,N,2.27,3.76,0.16
1815741,1815741-1,E,C,C,12,8.6,Warm Climate,Y,,20.00,N,2.31,6.28,0.18
1815741,1815741-1,E,C,C,14,9.7,Warm Climate,Y,,20.00,N,2.38,3.56,0.21
1815741,1815741-1,E,C,C,16,5.8,Warm Climate,Y,,20.00,N,2.46,9.42,0.21
1815741,1815741-1,E,C,C,18,5.3,Warm Climate,Y,,20.00,N,2.50,3.67,0.23
1815741,1815741-1,E,C,C,22,19.0,Warm Climate,Y,,20.00,N,2.76,4.77,0.28
1815741,1815741-1,E,C,C,24,25.0,Warm Climate,Y,,20.00,N,2.77,5.37,0.29
1815741,1815741-1,E,C,C,26,19.0,Warm Climate,Y,,20.00,N,2.71,5.49,0.30
1815742,1815742-1,E,C,C,0,0.0,Warm Climate,Y,,20.00,N,2.73,1.95,0.29
1815742,1815742-1,E,C,C,8,9.6,Warm Climate,Y,,20.00,N,2.73,2.33,0.45
1815742,1815742-1,E,C,C,10,2.4,Warm Climate,Y,,20.00,N,2.78,1.98,0.34
1815742,1815742-1,E,C,C,12,3.3,Warm Climate,Y,,20.00,N,2.81,3.68,0.41
1815742,1815742-1,E,C,C,14,11.4,Warm Climate,Y,,20.00,N,2.83,5.37,0.49
1815742,1815742-1,E,C,C,16,0.0,Warm Climate,Y,,20.00,N,3.02,4.45,0.50
1815742,1815742-1,E,C,C,18,0.0,Warm Climate,Y,,20.00,N,3.05,7.88,0.41
1815742,1815742-1,E,C,C,22,17.0,Warm Climate,Y,,20.00,N,3.02,5.41,0.63
1815742,1815742-1,E,C,C,24,16.0,Warm Climate,Y,,20.00,N,3.16,4.88,0.60
1815742,1815742-1,E,C,C,26,10.0,Warm Climate,Y,,20.00,N,3.19,4.70,0.58
